date,state_abb,short_name,state,pop,date_type,doses_distributed,doses_administered,dist_per_100k,admin_per_100k,administered_moderna,administered_pfizer,administered_janssen,administered_unk_manuf,administered_dose2_pop_pct,administered_18plus,admin_per_100k_18plus,distributed_per_100k_18plus,administered_65plus,admin_per_100k_65plus,distributed_per_100k_65plus,administered_dose2_recip,administered_dose2_recip_18plus,administered_dose2_recip_18plus_pop_pct,distributed_unk_manuf,series_complete_moderna,series_complete_pfizer,series_complete_janssen,series_complete_unk_manuf,series_complete_moderna_18plus,series_complete_pfizer_18plus,series_complete_janssen_18plus,series_complete_unk_manuf_18plus,series_complete_moderna_65plus,series_complete_pfizer_65plus,series_complete_janssen_65plus,series_complete_unk_manuf_65plus,administered_fed_ltc,administered_fed_ltc_dose1,administered_fed_ltc_dose2,series_complete_fed_ltc,skipped,skip_n,mmwr_week,ratio_admin_dist,administered_dose1,administered_dose2,administered_dose_other,administered_dose1_per_100k,administered_dose2_per_100k,administered_dose_other_per_100k,runid,recip_administered,census2019_18plus_pop,administered_dose1_recip,administered_dose1_pop_pct,administered_dose1_recip_18plus,administered_dose1_recip_18plus_pop_pct,administered_dose1_recip_65plus,administered_dose1_recip_65plus_pop_pct,series_complete_yes,series_complete_pop_pct,series_complete_18plus,series_complete_18plus_pop_pct,series_complete_65plus,series_complete_65plus_pop_pct,merge,distributed_janssen,distributed_moderna,distributed_pfizer,n,new_dist,new_admin,new_dist_all,new_admin_all,new_dose1,new_dose2,new_fully_vax,new_admin_jj,new_partial_vax,max_date_ind,unknown_dose,category,pop18,series_complete_march8,series_complete_march9,doses_rank,complete_18_rank,complete_65_rank,dose1_18_rank,dose1_65_rank
2021-01-05,AL,ALA,Alabama,4903185,NA,172000,40278,3508,821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,-Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Matched,NA,NA,NA,1,0,0,172000,40278,0,0,0,0,0,No,40278,state,3814879,NA,NA,48,1,1,1,1
2021-01-06,AL,ALA,Alabama,4903185,NA,183900,43280,3751,883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,-Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Matched,NA,NA,NA,2,11900,3002,11900,3002,NA,NA,NA,NA,NA,No,43280,state,3814879,NA,NA,49,1,1,1,1
2021-01-07,AL,ALA,Alabama,4903185,NA,245100,48888,4999,997,19028,29860,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,-Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Matched,NA,NA,NA,3,61200,5608,61200,5608,NA,NA,NA,NA,NA,No,48888,state,3814879,NA,NA,49,1,1,1,1
2021-01-08,AL,ALA,Alabama,4903185,NA,283200,57105,5776,1165,23726,33379,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,-Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Matched,NA,NA,NA,4,38100,8217,38100,8217,NA,NA,NA,NA,NA,No,57105,state,3814879,NA,NA,50,1,1,1,1
2021-01-09,AL,ALA,Alabama,4903185,NA,283200,57105,6666,1561,33655,42873,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Master Only,NA,NA,NA,5,0,0,0,0,NA,NA,NA,NA,NA,No,57105,state,3814879,NA,NA,50,1,1,1,1
2021-01-10,AL,ALA,Alabama,4903185,NA,283200,57105,6666,1561,33655,42873,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Master Only,NA,NA,NA,6,0,0,0,0,NA,NA,NA,NA,NA,No,57105,state,3814879,NA,NA,50,1,1,1,1
2021-01-11,AL,ALA,Alabama,4903185,NA,326850,76528,6666,1561,33655,42873,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Matched,NA,NA,NA,7,43650,19423,43650,19423,NA,NA,NA,NA,NA,No,76528,state,3814879,NA,NA,48,1,1,1,1
2021-01-12,AL,ALA,Alabama,4903185,NA,377025,78134,7689,1594,34087,44047,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,NA,NA,70861,7270,NA,NA,NA,FALSE,NA,NA,-Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Matched,NA,NA,NA,8,50175,1606,50175,1606,NA,NA,NA,NA,NA,No,0,state,3814879,NA,NA,49,1,1,1,1
2021-01-13,AL,ALA,Alabama,4903185,NA,378975,84040,7729,1714,36605,47435,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,NA,NA,74792,9245,NA,NA,NA,FALSE,NA,NA,-Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Matched,NA,NA,NA,9,1950,5906,1950,5906,3931,1975,NA,NA,NA,No,0,state,3814879,NA,NA,51,1,1,1,1
2021-01-14,AL,ALA,Alabama,4903185,NA,435350,92300,8879,1882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,NA,NA,80480,9245,NA,NA,NA,NA,NA,NA,-Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Matched,NA,NA,NA,10,56375,8260,56375,8260,5688,0,NA,NA,NA,No,0,state,3814879,NA,NA,51,1,1,1,1
2021-01-15,AL,ALA,Alabama,4903185,NA,444650,100567,9069,2051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,NA,NA,86956,13488,NA,NA,NA,NA,NA,NA,-Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Matched,NA,NA,NA,11,9300,8267,9300,8267,6476,4243,NA,NA,NA,No,0,state,3814879,NA,NA,51,1,1,1,1
2021-01-16,AL,ALA,Alabama,4903185,NA,444650,100567,9069,2051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,NA,NA,86956,13488,NA,NA,NA,NA,NA,NA,-Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Master Only,NA,NA,NA,12,0,0,0,0,0,0,NA,NA,NA,No,0,state,3814879,NA,NA,51,1,1,1,1
2021-01-17,AL,ALA,Alabama,4903185,NA,444650,100567,9069,2051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,NA,NA,86956,13488,NA,NA,NA,NA,NA,NA,-Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Master Only,NA,NA,NA,13,0,0,0,0,0,0,NA,NA,NA,No,0,state,3814879,NA,NA,51,1,1,1,1
2021-01-18,AL,ALA,Alabama,4903185,NA,444650,100567,9069,2051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,NA,NA,86956,13488,NA,NA,NA,NA,NA,NA,-Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Master Only,NA,NA,NA,14,0,0,0,0,0,0,NA,NA,NA,No,0,state,3814879,NA,NA,51,1,1,1,1
2021-01-19,AL,ALA,Alabama,4903185,NA,444650,130795,9069,2668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,NA,NA,114319,16346,NA,NA,NA,NA,NA,NA,-Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Matched,NA,NA,NA,15,0,30228,0,30228,27363,2858,NA,NA,NA,No,0,state,3814879,NA,NA,51,1,1,1,1
2021-01-20,AL,ALA,Alabama,4903185,NA,483275,139200,9856,2839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,NA,NA,121113,17956,NA,NA,NA,NA,NA,NA,-Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Matched,NA,NA,NA,16,38625,8405,38625,8405,6794,1610,NA,NA,NA,No,0,state,3814879,NA,NA,51,1,1,1,1
2021-01-21,AL,ALA,Alabama,4903185,NA,493125,165919,10057,3384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,NA,NA,144429,21345,NA,NA,NA,NA,NA,NA,-Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Matched,NA,NA,NA,17,9850,26719,9850,26719,23316,3389,NA,NA,NA,No,0,state,3814879,NA,NA,51,1,1,1,1
2021-01-22,AL,ALA,Alabama,4903185,NA,519525,199314,10596,4065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,NA,NA,174317,24840,NA,NA,NA,NA,NA,NA,-Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Matched,NA,NA,NA,18,26400,33395,26400,33395,29888,3495,NA,NA,NA,No,0,state,3814879,NA,NA,51,1,1,1,1
2021-01-23,AL,ALA,Alabama,4903185,NA,521225,221540,10630,4518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,NA,NA,193955,27422,NA,NA,NA,NA,NA,NA,-Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Matched,NA,NA,NA,19,1700,22226,1700,22226,19638,2582,NA,NA,NA,No,0,state,3814879,NA,NA,50,1,1,1,1
2021-01-24,AL,ALA,Alabama,4903185,NA,521225,243737,10630,4971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,NA,NA,213833,29736,NA,NA,NA,NA,NA,NA,-Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Matched,NA,NA,NA,20,0,22197,0,22197,19878,2314,NA,NA,NA,No,0,state,3814879,NA,NA,50,1,1,1,1
2021-01-25,AL,ALA,Alabama,4903185,NA,521225,250612,10630,5111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,NA,NA,220464,29978,NA,NA,NA,NA,NA,NA,-Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Matched,NA,NA,NA,21,0,6875,0,6875,6631,242,NA,NA,NA,No,0,state,3814879,NA,NA,51,1,1,1,1
2021-01-26,AL,ALA,Alabama,4903185,NA,569000,254959,11605,5200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,NA,NA,223854,30933,NA,NA,NA,NA,NA,NA,-Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Matched,NA,NA,NA,22,47775,4347,47775,4347,3390,955,NA,NA,NA,No,0,state,3814879,NA,NA,51,1,1,1,1
2021-01-27,AL,ALA,Alabama,4903185,NA,634000,266444,12930,5434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,NA,NA,232633,33595,NA,NA,NA,NA,NA,NA,-Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Matched,NA,NA,NA,23,65000,11485,65000,11485,8779,2662,NA,NA,NA,No,0,state,3814879,NA,NA,51,1,1,1,1
2021-01-28,AL,ALA,Alabama,4903185,NA,655275,278993,13364,5690,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,NA,NA,241337,37431,NA,NA,NA,NA,NA,NA,-Inf,NA,4.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Matched,NA,NA,NA,24,21275,12549,21275,12549,8704,3836,NA,NA,NA,No,0,state,3814879,NA,NA,51,1,1,1,1
2021-01-29,AL,ALA,Alabama,4903185,NA,659400,300915,13448,6137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,NA,NA,256601,44073,NA,NA,NA,NA,NA,NA,-Inf,NA,5.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Matched,NA,NA,NA,25,4125,21922,4125,21922,15264,6642,NA,NA,NA,No,0,state,3814879,NA,NA,51,1,1,1,1
2021-01-30,AL,ALA,Alabama,4903185,NA,659400,342436,13448,6984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,NA,NA,288368,53742,NA,NA,NA,NA,NA,NA,-Inf,NA,5.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Matched,NA,NA,NA,26,0,41521,0,41521,31767,9669,NA,NA,NA,No,0,state,3814879,NA,NA,49,1,1,1,1
2021-01-31,AL,ALA,Alabama,4903185,NA,659400,353974,13448,7219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,NA,NA,298301,55331,NA,NA,NA,NA,NA,NA,-Inf,NA,6.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Matched,NA,NA,NA,27,0,11538,0,11538,9933,1589,NA,NA,NA,No,0,state,3814879,NA,NA,50,1,1,1,1
2021-02-01,AL,ALA,Alabama,4903185,NA,659400,358280,13448,7307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,NA,NA,301628,56308,NA,NA,NA,NA,NA,NA,-Inf,NA,6.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Matched,NA,NA,NA,28,0,4306,0,4306,3327,977,NA,NA,NA,No,0,state,3814879,NA,NA,50,1,1,1,1
2021-02-02,AL,ALA,Alabama,4903185,NA,680550,371882,13880,7584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,NA,NA,312711,58825,NA,NA,NA,NA,NA,NA,-Inf,NA,6.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Matched,NA,NA,NA,29,21150,13602,21150,13602,11083,2517,NA,NA,NA,No,0,state,3814879,NA,NA,50,1,1,1,1
2021-02-03,AL,ALA,Alabama,4903185,NA,765150,388339,15605,7920,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,NA,NA,324998,62990,NA,NA,NA,NA,NA,NA,-Inf,NA,6.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Matched,NA,NA,NA,30,84600,16457,84600,16457,12287,4165,NA,NA,NA,No,0,state,3814879,NA,NA,49,1,1,1,1
2021-02-04,AL,ALA,Alabama,4903185,NA,799675,408428,16309,8330,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,NA,NA,338845,69155,NA,NA,NA,NA,NA,NA,-Inf,NA,6.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Matched,NA,NA,NA,31,34525,20089,34525,20089,13847,6165,NA,NA,NA,No,0,state,3814879,NA,NA,49,1,1,1,1
2021-02-05,AL,ALA,Alabama,4903185,NA,799875,430597,16313,8782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,NA,NA,353522,76603,NA,NA,NA,NA,NA,NA,-Inf,NA,7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Matched,NA,NA,NA,32,200,22169,200,22169,14677,7448,NA,NA,NA,No,0,state,3814879,NA,NA,50,1,1,1,1
2021-02-06,AL,ALA,Alabama,4903185,NA,804100,455173,16400,9283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,NA,NA,370275,84278,NA,NA,NA,NA,NA,NA,-Inf,NA,7.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Matched,NA,NA,NA,33,4225,24576,4225,24576,16753,7675,NA,NA,NA,No,0,state,3814879,NA,NA,51,1,1,1,1
2021-02-07,AL,ALA,Alabama,4903185,NA,804100,462332,16400,9429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,NA,NA,375567,86141,NA,NA,NA,NA,NA,NA,-Inf,NA,7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Matched,NA,NA,NA,34,0,7159,0,7159,5292,1863,NA,NA,NA,No,0,state,3814879,NA,NA,51,1,1,1,1
2021-02-08,AL,ALA,Alabama,4903185,NA,804100,467636,16400,9537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,NA,NA,378514,88453,NA,NA,NA,NA,NA,NA,-Inf,NA,7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Matched,NA,NA,NA,35,0,5304,0,5304,2947,2312,NA,NA,NA,No,0,state,3814879,NA,NA,51,1,1,1,1
2021-02-09,AL,ALA,Alabama,4903185,NA,823600,490969,16797,10013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,NA,NA,395196,95033,NA,NA,NA,NA,NA,NA,-Inf,NA,8.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Matched,NA,NA,NA,36,19500,23333,19500,23333,16682,6580,NA,NA,NA,No,0,state,3814879,NA,NA,51,1,1,1,1
2021-02-10,AL,ALA,Alabama,4903185,NA,861175,515802,17564,10520,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,NA,NA,412462,102520,NA,NA,NA,NA,NA,NA,-Inf,NA,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Matched,NA,NA,NA,37,37575,24833,37575,24833,17266,7487,NA,NA,NA,No,0,state,3814879,NA,NA,51,1,1,1,1
2021-02-11,AL,ALA,Alabama,4903185,NA,911875,543237,18598,11079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,NA,NA,431259,111036,NA,NA,NA,NA,NA,NA,-Inf,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Matched,NA,NA,NA,38,50700,27435,50700,27435,18797,8516,NA,NA,NA,No,0,state,3814879,NA,NA,51,1,1,1,1
2021-02-12,AL,ALA,Alabama,4903185,NA,936200,571115,19094,11648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,NA,NA,448071,122019,NA,NA,NA,NA,NA,NA,-Inf,NA,9.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Matched,NA,NA,NA,39,24325,27878,24325,27878,16812,10983,NA,NA,NA,No,0,state,3814879,NA,NA,51,1,1,1,1
2021-02-13,AL,ALA,Alabama,4903185,NA,963600,601159,19653,12261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,NA,NA,467032,133029,NA,NA,NA,NA,NA,NA,-Inf,NA,9.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Matched,NA,NA,NA,40,27400,30044,27400,30044,18961,11010,NA,NA,NA,No,0,state,3814879,NA,NA,51,1,1,1,1
2021-02-14,AL,ALA,Alabama,4903185,NA,965550,612254,19692,12487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,NA,NA,474065,137032,NA,NA,NA,NA,NA,NA,-Inf,NA,9.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Matched,NA,NA,NA,41,1950,11095,1950,11095,7033,4003,NA,NA,NA,No,0,state,3814879,NA,NA,51,1,1,1,1
2021-02-15,AL,ALA,Alabama,4903185,NA,965550,612254,19692,12487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,NA,NA,474065,137032,NA,NA,NA,NA,NA,NA,-Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Master Only,NA,NA,NA,42,0,0,0,0,0,0,NA,NA,NA,No,0,state,3814879,NA,NA,51,1,1,1,1
2021-02-16,AL,ALA,Alabama,4903185,NA,1015775,636682,20717,12985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,NA,NA,486206,149288,NA,NA,NA,NA,NA,NA,-Inf,NA,10.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Matched,NA,NA,NA,43,50225,24428,50225,24428,12141,12256,NA,NA,NA,No,0,state,3814879,NA,NA,51,1,1,1,1
2021-02-17,AL,ALA,Alabama,4903185,NA,1032175,650020,21051,13257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,NA,NA,494424,154341,NA,NA,NA,NA,NA,NA,-Inf,NA,10.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Matched,NA,NA,NA,44,16400,13338,16400,13338,8218,5053,NA,NA,NA,No,0,state,3814879,NA,NA,51,1,1,1,1
2021-02-18,AL,ALA,Alabama,4903185,NA,1032175,672038,21051,13706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,NA,NA,505660,165104,NA,NA,NA,NA,NA,NA,-Inf,NA,10.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Matched,NA,NA,NA,45,0,22018,0,22018,11236,10763,NA,NA,NA,No,0,state,3814879,NA,NA,51,1,1,1,1
2021-02-19,AL,ALA,Alabama,4903185,NA,1077600,739132,21978,15075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,NA,NA,545431,192304,NA,NA,NA,NA,NA,NA,-Inf,NA,11.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Matched,NA,NA,NA,46,45425,67094,45425,67094,39771,27200,NA,NA,NA,No,0,state,3814879,NA,NA,51,1,1,1,1
2021-02-20,AL,ALA,Alabama,4903185,NA,1078800,776936,22002,15846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,NA,NA,560968,214512,NA,NA,NA,NA,NA,NA,-Inf,NA,11.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Matched,NA,NA,NA,47,1200,37804,1200,37804,15537,22208,NA,NA,NA,No,0,state,3814879,NA,NA,51,1,1,1,1
2021-02-21,AL,ALA,Alabama,4903185,NA,1082100,788613,22069,16084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,NA,NA,567505,219639,NA,NA,NA,NA,NA,NA,-Inf,NA,11.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Matched,NA,NA,NA,48,3300,11677,3300,11677,6537,5127,NA,NA,NA,No,0,state,3814879,NA,NA,51,1,1,1,1
