date,state_abb,short_name,state,pop,date_type,doses_distributed,doses_administered,dist_per_100k,admin_per_100k,administered_moderna,administered_pfizer,administered_janssen,administered_unk_manuf,administered_dose2_pop_pct,administered_18plus,admin_per_100k_18plus,distributed_per_100k_18plus,administered_65plus,admin_per_100k_65plus,distributed_per_100k_65plus,administered_dose2_recip,administered_dose2_recip_18plus,administered_dose2_recip_18plus_pop_pct,distributed_unk_manuf,series_complete_moderna,series_complete_pfizer,series_complete_janssen,series_complete_unk_manuf,series_complete_moderna_18plus,series_complete_pfizer_18plus,series_complete_janssen_18plus,series_complete_unk_manuf_18plus,series_complete_moderna_65plus,series_complete_pfizer_65plus,series_complete_janssen_65plus,series_complete_unk_manuf_65plus,administered_fed_ltc,administered_fed_ltc_dose1,administered_fed_ltc_dose2,series_complete_fed_ltc,skipped,skip_n,mmwr_week,ratio_admin_dist,administered_dose1,administered_dose2,administered_dose_other,administered_dose1_per_100k,administered_dose2_per_100k,administered_dose_other_per_100k,runid,recip_administered,census2019_18plus_pop,administered_dose1_recip,administered_dose1_pop_pct,administered_dose1_recip_18plus,administered_dose1_recip_18plus_pop_pct,administered_dose1_recip_65plus,administered_dose1_recip_65plus_pop_pct,series_complete_yes,series_complete_pop_pct,series_complete_18plus,series_complete_18plus_pop_pct,series_complete_65plus,series_complete_65plus_pop_pct,merge,distributed_janssen,distributed_moderna,distributed_pfizer,n,new_dist,new_admin,new_dist_all,new_admin_all,new_dose1,new_dose2,new_fully_vax,new_admin_jj,new_partial_vax,max_date_ind,unknown_dose,category,pop18,series_complete_march8,series_complete_march9,doses_rank,complete_18_rank,complete_65_rank,dose1_18_rank,dose1_65_rank
2021-03-06,CT,CTA,Connecticut,3565287,NA,1434565,1157114,40237,32455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,NA,NA,826089,320257,NA,NA,NA,NA,NA,NA,-Inf,822106,23.1,821249,28.9,NA,NA,NA,NA,NA,NA,NA,NA,Matched,NA,NA,NA,61,13520,35597,13520,35597,32299,3266,NA,NA,32067,No,0,state,2837847,NA,NA,7,7,7,4,7
2021-03-07,CT,CTA,Connecticut,3565287,NA,1434565,1195617,40237,33535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,NA,NA,860174,324448,NA,NA,NA,NA,NA,NA,-Inf,856048,24,855166,30.1,NA,NA,NA,NA,NA,NA,NA,NA,Matched,NA,NA,NA,62,0,38503,0,38503,34085,4191,NA,NA,33942,No,0,state,2837847,NA,NA,6,7,7,4,7
2021-03-08,CT,CTA,Connecticut,3565287,NA,1434565,1228865,40237,34467,552887,666571,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,NA,NA,883688,NA,NA,NA,NA,NA,NA,NA,-Inf,883688,24.8,882784,31.1,514940,81.7,340912,9.6,340632,12,160311,25.4,Matched,39400,660600,734565,63,0,33248,0,33248,23514,NA,NA,NA,27640,No,0,state,2837847,340632,NA,5,35.5,38,4,1
2021-03-09,CT,CTA,Connecticut,3565287,NA,1525915,1245687,42799,34939,557040,677426,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,NA,NA,897576,NA,NA,NA,NA,NA,NA,NA,-Inf,897576,25.2,896669,31.6,518291,82.2,345611,9.7,345330,12.2,162723,25.8,Matched,42700,696000,787215,64,91350,16822,91350,16822,13888,NA,4699,NA,13888,No,0,state,2837847,NA,345330,5,35,38.5,4,1
2021-03-10,CT,CTA,Connecticut,3565287,NA,1558445,1272581,43712,35694,566984,689638,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,NA,NA,920595,NA,NA,NA,NA,NA,NA,NA,-Inf,920595,25.8,919676,32.4,527165,83.6,354352,9.9,354066,12.5,166726,26.5,Matched,42700,718000,797745,65,32530,26894,32530,26894,23019,NA,8741,NA,23019,No,0,state,2837847,NA,NA,5,35,39.5,4,1
2021-03-11,CT,CTA,Connecticut,3565287,NA,1604885,1304302,45014,36583,581373,702486,NA,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,NA,NA,948575,NA,NA,NA,NA,NA,NA,NA,-Inf,948575,26.6,947632,33.4,537869,85.3,362671,10.2,362374,12.8,NA,26.5,Matched,42700,762100,800085,66,46440,31721,46440,31721,27980,NA,8319,NA,27980,No,0,state,2837847,NA,NA,5,36,7,3,1
2021-03-12,CT,CTA,Connecticut,3565287,NA,1642625,1345350,46073,37735,600006,717724,NA,119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,NA,NA,984384,NA,NA,NA,NA,NA,NA,NA,-Inf,984384,27.6,982934,34.6,536212,85.1,374997,10.5,374464,13.2,170869,27.1,Matched,42700,762400,837525,67,37740,41048,37740,41048,35809,NA,12326,NA,35809,No,0,state,2837847,NA,NA,5,36,43,3,1
2021-03-13,CT,CTA,Connecticut,3565287,NA,1659085,1411525,46534,39591,629220,749998,NA,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,NA,NA,933227,NA,NA,NA,NA,NA,NA,NA,-Inf,933227,26.2,931949,32.8,480064,76.2,496388,13.9,495747,17.5,259057,41.1,Matched,42700,769500,846885,68,16460,66175,16460,66175,-51157,NA,121391,NA,-51157,No,0,state,2837847,NA,NA,5,7.5,10,5,2
2021-03-14,CT,CTA,Connecticut,3565287,NA,1659085,1411532,46534,39591,629223,750002,NA,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,NA,NA,933367,NA,NA,NA,NA,NA,NA,NA,-Inf,933367,26.2,932089,32.8,480096,76.2,496443,13.9,495802,17.5,259084,41.1,Matched,42700,769500,846885,69,0,7,0,7,140,NA,55,NA,140,No,0,state,2837847,NA,NA,5,9,11,5,3
2021-03-15,CT,CTA,Connecticut,3565287,NA,1659085,1442439,46534,40458,643116,765537,NA,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,NA,NA,952509,NA,NA,NA,NA,NA,NA,NA,-Inf,952509,26.7,951192,33.5,482890,76.6,509812,14.3,509168,17.9,269265,42.7,Matched,42700,769500,846885,70,0,30907,0,30907,19142,NA,13369,NA,19142,No,0,state,2837847,NA,NA,5,8.5,10,5,3
2021-03-16,CT,CTA,Connecticut,3565287,NA,1749215,1460334,49062,40960,649965,774841,NA,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,NA,NA,964706,NA,NA,NA,NA,NA,NA,NA,-Inf,964706,27.1,963370,33.9,485192,77,517141,14.5,516494,18.2,274423,43.5,Matched,43300,801700,904215,71,90130,17895,90130,17895,12197,NA,7329,NA,12197,No,0,state,2837847,NA,NA,5,8,10,5,3
2021-03-17,CT,CTA,Connecticut,3565287,NA,1774555,1483587,49773,41612,660744,786964,NA,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,NA,NA,977155,NA,NA,NA,NA,NA,NA,NA,-Inf,977155,27.4,975797,34.4,488465,77.5,528525,14.8,527872,18.6,283885,45,Matched,43300,813000,918255,72,25340,23253,25340,23253,12449,NA,11384,NA,12449,No,0,state,2837847,NA,NA,5,6,10,4.5,3
2021-03-18,CT,CTA,Connecticut,3565287,NA,1820525,1514945,51063,42492,676203,802455,NA,121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,NA,NA,993878,NA,NA,NA,NA,NA,NA,NA,-Inf,993878,27.9,992496,35,491876,78,543501,15.2,542843,19.1,296400,47,Matched,48400,852700,919425,73,45970,31358,45970,31358,16723,NA,14976,NA,16723,No,0,state,2837847,NA,NA,5,6,10,4,3
2021-03-19,CT,CTA,Connecticut,3565287,NA,1884695,1551481,52862,43516,695786,819164,NA,125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,NA,NA,1014611,NA,NA,NA,NA,NA,NA,NA,-Inf,1014611,28.5,1013197,35.7,496363,78.8,559558,15.7,558891,19.7,309942,49.2,Matched,48400,857200,979095,74,64170,36536,64170,36536,20733,NA,16057,NA,20733,No,0,state,2837847,NA,NA,5,6,8,5,3
2021-03-20,CT,CTA,Connecticut,3565287,NA,1899395,1586484,53275,44498,712789,836806,NA,126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,NA,NA,1034439,NA,NA,NA,NA,NA,NA,NA,-Inf,1034439,29,1033000,36.4,500502,79.4,574848,16.1,574177,20.2,322490,51.2,Matched,48400,860200,990795,75,14700,35003,14700,35003,19828,NA,15290,NA,19828,No,0,state,2837847,NA,NA,5,6,6,5,4
2021-03-21,CT,CTA,Connecticut,3565287,NA,1899395,1623090,53275,45525,728133,857182,NA,126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,NA,NA,1057505,NA,NA,NA,NA,NA,NA,NA,-Inf,1057505,29.7,1056023,37.2,504784,80.1,589228,16.5,588544,20.7,333263,52.9,Matched,48400,860200,990795,76,0,36606,0,36606,23066,NA,14380,NA,23066,No,0,state,2837847,NA,NA,5,6,6,5,5
2021-03-22,CT,CTA,Connecticut,3565287,NA,1899395,1658338,53275,46513,743722,875763,NA,126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,NA,NA,1079370,NA,NA,NA,NA,NA,NA,NA,-Inf,1079370,30.3,1077838,38,507419,80.5,603624,16.9,602923,21.2,344381,54.6,Matched,48400,860200,990795,77,0,35248,0,35248,21865,NA,14396,NA,21865,No,0,state,2837847,NA,NA,5,5,5.5,4,4
2021-03-23,CT,CTA,Connecticut,3565287,NA,1975855,1676905,55419,47034,749099,888715,NA,126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,NA,NA,1093483,NA,NA,NA,NA,NA,NA,NA,-Inf,1093483,30.7,1091929,38.5,508936,80.8,608492,17.1,607787,21.4,347988,55.2,Matched,51000,889600,1035255,78,76460,18567,76460,18567,14113,NA,4868,NA,14113,No,0,state,2837847,NA,NA,5,5,6,4,4
2021-03-24,CT,CTA,Connecticut,3565287,NA,2070805,1701298,58082,47718,758458,903383,NA,126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,NA,NA,1108552,NA,NA,NA,NA,NA,NA,NA,-Inf,1108552,31.1,1106973,39,510992,81.1,618348,17.3,617636,21.8,354521,56.3,Matched,54700,939900,1076205,79,94950,24393,94950,24393,15069,NA,9856,NA,15069,No,0,state,2837847,NA,NA,5,5,4,4,5
2021-03-25,CT,CTA,Connecticut,3565287,NA,2097155,1737160,58821,48724,772806,923866,NA,128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,NA,NA,1131532,NA,NA,NA,NA,NA,NA,NA,-Inf,1131532,31.7,1129873,39.8,NA,81.5,632200,17.7,631478,22.3,363142,57.6,Matched,56100,959000,1082055,80,26350,35862,26350,35862,22980,NA,13852,NA,22980,No,0,state,2837847,NA,NA,5,5,4,4,5
2021-03-26,CT,CTA,Connecticut,3565287,NA,2193075,1774045,61512,49759,788438,944227,NA,130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,NA,NA,1155239,NA,NA,NA,NA,NA,NA,NA,-Inf,1155239,32.4,1153534,40.6,516079,81.9,646279,18.1,645548,22.7,371799,59,Matched,56100,989400,1147575,81,95920,36885,95920,36885,23707,NA,14079,NA,23707,No,0,state,2837847,NA,NA,5,5,4,4,5
2021-03-27,CT,CTA,Connecticut,3565287,NA,2211275,1813854,62022,50875,804198,966920,42606,130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,NA,NA,1178160,NA,NA,NA,NA,NA,NA,NA,-Inf,1178160,33,1176405,41.5,518586,82.3,664680,18.6,663930,23.4,382134,60.6,NA,56100,995900,1159275,82,18200,39809,18200,39809,22921,NA,18401,NA,22921,No,0,state,2837847,NA,NA,5,5,3,4,3.5
2021-03-28,CT,CTA,Connecticut,3565287,NA,2211275,1854289,62022,52010,819142,990939,44077,131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,NA,NA,1202316,NA,NA,NA,NA,NA,NA,NA,-Inf,1202316,33.7,1200505,42.3,521016,82.7,682603,19.1,681843,24,391146,62.1,NA,56100,995900,1159275,83,0,40435,0,40435,24156,NA,17923,1471,24156,No,0,state,2837847,NA,NA,5,6.5,3,4,3
2021-03-29,CT,CTA,Connecticut,3565287,NA,2211275,1891603,62022,53056,832374,1014001,45092,136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,NA,NA,1225480,NA,NA,NA,NA,NA,NA,NA,-Inf,1225480,34.4,1223595,43.1,522756,82.9,697784,19.6,697014,24.6,398658,63.3,NA,56100,995900,1159275,84,0,37314,0,37314,23164,NA,15181,1015,23164,No,0,state,2837847,NA,NA,5,6.5,2,4,3
2021-03-30,CT,CTA,Connecticut,3565287,NA,2322415,1924605,65140,53982,841680,1035739,47049,137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,NA,NA,1244384,NA,NA,NA,NA,NA,NA,NA,-Inf,1244384,34.9,1242436,43.8,524269,83.2,713132,20,712354,25.1,405776,64.4,NA,76800,1025500,1220115,85,111140,33002,111140,33002,18904,NA,15348,1957,18904,No,0,state,2837847,NA,NA,5,6,2,4,3.5
2021-03-31,CT,CTA,Connecticut,3565287,NA,2426455,1954259,68058,54814,853195,1052954,47972,138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,NA,NA,1262503,NA,NA,NA,NA,NA,NA,NA,-Inf,1262503,35.4,1260505,44.4,526359,83.5,725544,20.4,724761,25.5,411692,65.3,NA,87200,1058300,1280955,86,104040,29654,104040,29654,18119,NA,12412,923,18119,No,0,state,2837847,NA,NA,5,6,2,3,3
2021-04-01,CT,CTA,Connecticut,3565287,NA,2484595,1992899,69688,55897,870204,1073106,49448,141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,NA,NA,1284258,NA,NA,NA,NA,NA,NA,NA,-Inf,1284258,36,1282198,45.2,528839,83.9,743564,20.9,742772,26.2,418511,66.4,NA,95700,1105600,1283295,87,58140,38640,58140,38640,21755,NA,18020,1476,21755,No,0,state,2837847,NA,NA,5,6,2,3,3
2021-04-02,CT,CTA,Connecticut,3565287,NA,2560585,2035542,71820,57093,891158,1092704,51535,145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,NA,NA,1307704,NA,NA,NA,NA,NA,NA,NA,-Inf,1307704,36.7,1305564,46,531779,84.4,765639,21.5,764828,27,425168,67.5,NA,98700,1111900,1349985,88,75990,42643,75990,42643,23446,NA,22075,2087,23446,No,0,state,2837847,NA,NA,5,6,2,3,3
2021-04-03,CT,CTA,Connecticut,3565287,NA,2577515,2092230,72295,58683,916846,1119705,55533,146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,NA,NA,1338982,NA,NA,NA,NA,NA,NA,NA,-Inf,1338982,37.6,1336440,47.1,534494,84.8,795034,22.3,794196,28,432391,68.6,NA,101400,1115600,1360515,89,16930,56688,16930,56688,31278,NA,29395,3998,31278,No,0,state,2837847,NA,NA,5,6,3,3,2.5
2021-04-04,CT,CTA,Connecticut,3565287,NA,2577515,2138503,72295,59981,932256,1147962,58137,148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,NA,NA,1365965,NA,NA,NA,NA,NA,NA,NA,-Inf,1365965,38.3,1336750,47.1,534519,84.8,816983,22.9,794360,28,432430,68.6,NA,101400,1115600,1360515,90,0,46273,0,46273,26983,NA,21949,2604,26983,No,0,state,2837847,NA,NA,5,6,3,3,3
2021-04-05,CT,CTA,Connecticut,3565287,NA,2577515,2178710,72295,61109,947538,1170942,60082,148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,NA,NA,1385278,NA,NA,NA,NA,NA,NA,NA,-Inf,1385278,38.9,1336749,47.1,534518,84.8,839506,23.5,794362,28,432431,68.6,NA,101400,1115600,1360515,91,0,40207,0,40207,19313,NA,22523,1945,19313,No,0,state,2837847,NA,NA,5,6,3,3,3
2021-04-06,CT,CTA,Connecticut,3565287,NA,2805115,2186180,78679,61318,950898,1174520,60614,148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,NA,NA,1389383,NA,NA,NA,NA,NA,NA,NA,-Inf,1389383,39,1385085,48.8,537365,85.3,843076,23.6,842187,29.7,440845,69.9,NA,170500,1168800,1465815,92,227600,7470,227600,7470,4105,NA,3570,532,4105,No,0,state,2837847,NA,NA,5,6,3,3,4
2021-04-07,CT,CTA,Connecticut,3565287,NA,2813985,2227005,78927,62464,963527,1199575,63748,155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,NA,NA,1414139,NA,NA,NA,NA,NA,NA,NA,-Inf,1414139,39.7,1408975,49.6,538910,85.5,862554,24.2,861638,30.4,445282,70.7,NA,171100,1175900,1466985,93,8870,40825,8870,40825,24756,NA,19478,3134,24756,No,0,state,2837847,NA,NA,4,6,3,3,4
2021-04-08,CT,CTA,Connecticut,3565287,NA,2873725,2279517,80603,63936,982807,1226276,70273,161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,NA,NA,1447944,NA,NA,NA,NA,NA,NA,NA,-Inf,1447944,40.6,1441513,50.8,540577,85.8,887812,24.9,886876,31.3,450512,71.5,NA,184100,1220300,1469325,94,59740,52512,59740,52512,33805,NA,25258,6525,33805,No,0,state,2837847,NA,NA,4,5.5,3,3,4
2021-04-09,CT,CTA,Connecticut,3565287,NA,2972115,2340942,83363,65659,1006719,1254646,79415,162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,NA,NA,1486441,NA,NA,NA,NA,NA,NA,NA,-Inf,1486441,41.7,1478583,52.1,542494,86.1,919764,25.8,918789,32.4,456236,72.4,NA,191600,1232800,1547715,95,98390,61425,98390,61425,38497,NA,31952,9142,38497,No,0,state,2837847,NA,NA,3,6,3.5,3.5,5.5
2021-04-10,CT,CTA,Connecticut,3565287,NA,2991235,2391842,83899,67087,1025934,1280241,85500,167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,NA,NA,1519748,NA,NA,NA,NA,NA,NA,NA,-Inf,1519748,42.6,1510157,53.2,544031,86.3,944060,26.5,943066,33.2,461311,73.2,NA,201900,1234600,1554735,96,19120,50900,19120,50900,33307,NA,24296,6085,33307,No,0,state,2837847,NA,NA,3,7,3,3,6
2021-04-11,CT,CTA,Connecticut,3565287,NA,2991235,2451693,83899,68766,1046302,1312893,92321,177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,NA,NA,1555580,NA,NA,NA,NA,NA,NA,NA,-Inf,1555580,43.6,1543886,54.4,545781,86.6,974687,27.3,973654,34.3,466393,74,NA,201900,1234600,1554735,97,0,59851,0,59851,35832,NA,30627,6821,35832,No,0,state,2837847,NA,NA,4,6,3.5,3,6.5
2021-04-12,CT,CTA,Connecticut,3565287,NA,2991235,2498626,83899,70082,1059699,1337919,100828,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,NA,NA,1583584,NA,NA,NA,NA,NA,NA,NA,-Inf,1583584,44.4,1570294,55.3,547041,86.8,1001744,28.1,1000671,35.3,469127,74.4,NA,201900,1234600,1554735,98,0,46933,0,46933,28004,NA,27057,8507,28004,No,0,state,2837847,NA,NA,4,6,4,3,6
2021-04-13,CT,CTA,Connecticut,3565287,NA,3097585,2531669,86882,71009,1066920,1358188,106381,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,NA,NA,1603712,NA,NA,NA,NA,NA,NA,NA,-Inf,1603712,45,1588836,56,547851,86.9,1020173,28.6,1019086,35.9,471073,74.7,NA,219100,1271100,1607385,99,106350,33043,106350,33043,20128,NA,18429,5553,20128,No,0,state,2837847,NA,NA,5,6,4,3,6
2021-04-14,CT,CTA,Connecticut,3565287,Report,3201205,2572005,89788,72140,1078588,1380619,112609,189,26,2554384,90011,112804,1025301,162683,507931,927524,926488,32.6,0,417960,509529,112909,35,417745,508708,112827,35,182444,281351,10675,16,NA,NA,NA,NA,No,0,NA,NA,1629882,927524,NA,NA,NA,NA,NA,NA,-Inf,1629882,45.7,1613516,56.9,549408,87.2,1040433,29.2,1039315,36.6,474486,75.3,NA,219800,1296800,1684605,100,103620,40336,103620,40336,26170,NA,20260,6228,26170,Yes,0,state,2837847,NA,NA,3,6,3,3,6
2021-01-05,DE,DEA,Delaware,973764,NA,53650,13962,5510,1434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,-Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Matched,NA,NA,NA,1,0,0,53650,13962,0,0,0,0,0,No,13962,state,770192,NA,NA,27,8,8,8,8
2021-01-06,DE,DEA,Delaware,973764,NA,53650,14835,5510,1523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,-Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Matched,NA,NA,NA,2,0,873,0,873,NA,NA,NA,NA,NA,No,14835,state,770192,NA,NA,30,8,8,8,8
2021-01-07,DE,DEA,Delaware,973764,NA,64375,16677,6611,1713,5002,11674,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,-Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Matched,NA,NA,NA,3,10725,1842,10725,1842,NA,NA,NA,NA,NA,No,16677,state,770192,NA,NA,29,8,8,8,8
2021-01-08,DE,DEA,Delaware,973764,NA,65350,18482,6711,1898,6113,12367,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,-Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Matched,NA,NA,NA,4,975,1805,975,1805,NA,NA,NA,NA,NA,No,18482,state,770192,NA,NA,31,8,8,8,8
2021-01-09,DE,DEA,Delaware,973764,NA,65350,18482,7255,2640,7212,18494,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Master Only,NA,NA,NA,5,0,0,0,0,NA,NA,NA,NA,NA,No,18482,state,770192,NA,NA,31,8,8,8,8
2021-01-10,DE,DEA,Delaware,973764,NA,65350,18482,7255,2640,7212,18494,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Master Only,NA,NA,NA,6,0,0,0,0,NA,NA,NA,NA,NA,No,18482,state,770192,NA,NA,31,8,8,8,8
